HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards
Rennes,Guingamp,1,0,H,0,0,D,13,6,3,1,10,12,6,2,2,1,0,1
Caen,Toulouse,1,0,H,0,0,D,12,9,3,1,11,17,4,2,1,6,0,0
Dijon,Montpellier,3,3,D,1,2,A,8,15,6,6,12,12,5,4,2,2,0,0
Lille,Nancy,1,0,H,0,0,D,14,5,4,3,14,12,8,4,2,3,0,0
Metz,Monaco,0,7,A,0,3,A,14,14,2,9,14,12,7,4,2,1,1,0
Nantes,Bastia,1,0,H,1,0,H,20,12,8,6,19,9,3,2,4,3,0,0
Paris SG,Bordeaux,2,0,H,2,0,H,14,6,7,2,8,9,11,2,1,1,0,0
Angers,Marseille,1,1,D,0,0,D,17,9,5,2,6,12,3,7,1,0,0,0
Lyon,St Etienne,2,0,H,1,0,H,14,11,7,3,18,15,7,7,3,1,0,0
Nice,Lorient,2,1,H,1,0,H,8,17,2,4,9,14,3,5,2,3,1,0
Nice,Lyon,2,0,H,1,0,H,16,4,6,3,13,22,1,4,3,3,0,1
Toulouse,Monaco,3,1,H,0,1,A,17,4,6,1,14,17,6,1,2,1,0,0
Bastia,Angers,1,2,A,1,1,D,12,7,3,3,8,11,6,4,2,0,0,0
Guingamp,Lille,1,0,H,1,0,H,13,12,4,3,13,21,7,0,1,0,0,0
Lorient,Nantes,1,2,A,0,1,A,15,5,5,3,12,9,6,1,4,4,0,0
Montpellier,Caen,3,2,H,1,1,D,11,12,7,5,13,6,5,2,0,0,1,0
Nancy,Paris SG,1,2,A,0,2,A,6,7,3,3,16,10,4,1,1,1,0,0
Marseille,Metz,1,0,H,1,0,H,16,11,6,1,14,10,2,6,1,2,0,0
Rennes,Bordeaux,1,1,D,1,0,H,15,7,4,1,15,11,8,3,1,2,0,0
St Etienne,Dijon,1,1,D,0,1,A,17,11,3,3,11,8,10,4,1,3,0,1
Monaco,Montpellier,6,2,H,1,1,D,14,9,9,3,14,10,6,2,2,0,0,0
Angers,Toulouse,0,0,D,0,0,D,11,6,3,2,14,12,4,2,2,4,0,0
Bordeaux,Nancy,1,1,D,0,0,D,12,11,2,3,12,16,5,4,1,3,0,0
Dijon,Lorient,1,0,H,0,0,D,13,15,3,5,7,14,5,5,1,2,0,0
Lille,Bastia,2,1,H,0,0,D,17,5,8,1,17,20,8,4,3,1,0,0
Lyon,Guingamp,1,3,A,1,0,H,18,6,6,5,13,20,9,5,1,3,0,0
Nantes,Rennes,1,2,A,1,0,H,9,7,4,3,12,8,3,0,1,3,0,0
Caen,St Etienne,0,2,A,0,0,D,9,13,1,6,7,13,4,5,1,1,0,0
Metz,Nice,2,4,A,1,2,A,9,17,5,8,17,1,4,3,4,0,0,0
Paris SG,Marseille,0,0,D,0,0,D,17,0,3,0,4,10,9,0,0,2,0,0
Lille,Paris SG,0,1,A,0,0,D,10,17,1,7,21,17,2,4,2,1,0,0
Bastia,Dijon,0,0,D,0,0,D,19,8,11,2,11,25,13,5,1,1,0,0
Guingamp,Angers,1,0,H,0,0,D,13,15,5,3,9,12,7,5,1,3,0,0
Lorient,Montpellier,2,2,D,2,1,H,17,8,3,4,13,9,5,5,2,1,0,0
Nancy,Caen,2,0,H,2,0,H,11,14,3,5,17,10,4,3,3,3,0,0
St Etienne,Monaco,1,1,D,1,1,D,8,13,2,6,11,15,4,9,0,4,0,0
Toulouse,Lyon,1,2,A,1,1,D,12,7,1,3,16,16,3,2,2,2,0,1
Marseille,Bordeaux,0,0,D,0,0,D,10,5,3,1,13,8,3,0,1,1,0,0
Nice,Nantes,4,1,H,2,0,H,12,16,7,4,12,19,2,4,1,3,0,0
Rennes,Metz,1,0,H,0,0,D,10,8,4,2,9,17,3,4,0,3,0,0
Montpellier,Marseille,3,1,H,2,0,H,13,10,4,2,10,9,1,5,1,1,0,0
Angers,Lille,1,0,H,0,0,D,9,6,1,1,14,12,2,3,0,0,0,0
Bordeaux,Lorient,2,1,H,1,0,H,12,9,6,1,2,10,4,7,3,2,0,1
Dijon,Guingamp,3,3,D,3,1,H,13,14,7,6,12,17,6,3,0,1,0,0
Lyon,Bastia,2,1,H,1,0,H,23,10,7,4,7,14,9,3,1,2,0,2
Monaco,Nancy,6,0,H,2,0,H,16,8,8,1,10,18,4,6,0,1,0,0
Nantes,Toulouse,1,1,D,0,1,A,13,4,2,4,17,8,6,2,4,2,0,0
Caen,Nice,1,0,H,1,0,H,12,4,7,1,11,18,4,4,2,3,0,0
Metz,St Etienne,0,0,D,0,0,D,14,8,2,2,17,15,2,1,2,0,0,1
Paris SG,Rennes,4,0,H,2,0,H,18,4,6,1,7,10,9,2,1,2,0,0
Lille,Lyon,0,1,A,0,1,A,14,17,3,3,15,15,5,5,2,3,1,0
Lorient,Monaco,0,3,A,0,0,D,15,11,3,6,15,12,2,4,0,1,0,0
Bastia,Montpellier,1,1,D,1,0,H,16,11,3,4,15,14,5,6,2,0,0,0
Nancy,Dijon,1,0,H,0,0,D,13,12,4,5,17,22,7,8,1,3,0,0
Paris SG,Nantes,2,0,H,1,0,H,10,12,5,1,9,9,4,5,0,1,0,0
Rennes,Angers,1,1,D,1,0,H,11,7,2,4,10,13,6,2,2,2,0,2
Toulouse,Metz,1,2,A,0,1,A,15,4,4,2,13,14,3,0,0,1,0,0
Guingamp,Bordeaux,1,1,D,0,1,A,15,8,4,3,13,16,7,2,2,1,0,0
Marseille,Caen,1,0,H,0,0,D,14,3,1,0,18,16,8,2,2,1,0,0
St Etienne,Nice,0,1,A,0,0,D,8,15,1,5,12,9,1,4,2,1,0,0
Rennes,Toulouse,1,0,H,1,0,H,11,12,3,3,14,19,4,4,2,2,0,1
Bordeaux,Dijon,3,2,H,0,1,A,14,9,6,6,14,14,6,4,0,2,0,0
Caen,Guingamp,1,1,D,0,0,D,18,11,4,4,11,18,5,2,0,2,0,0
Metz,Lorient,3,3,D,1,1,D,11,10,6,6,10,18,6,3,2,2,0,0
Monaco,Marseille,4,0,H,3,0,H,15,9,9,3,5,9,3,4,1,2,0,0
Montpellier,Nancy,0,0,D,0,0,D,12,5,4,2,5,16,5,0,2,3,1,0
Nantes,Lille,0,0,D,0,0,D,8,9,1,3,22,11,4,3,1,2,0,0
Angers,St Etienne,1,2,A,1,0,H,14,8,6,5,21,11,6,5,3,3,0,1
Lyon,Paris SG,1,2,A,0,1,A,14,11,3,5,8,17,6,8,1,6,0,0
Nice,Bastia,1,1,D,1,0,H,12,11,7,2,10,16,5,4,0,3,0,0
Dijon,Monaco,1,1,D,0,1,A,12,9,2,4,7,12,6,4,2,0,0,0
Lille,Caen,4,2,H,2,1,H,19,13,8,2,8,12,3,2,0,1,0,0
Lorient,Rennes,2,1,H,1,1,D,10,15,3,8,15,11,2,3,1,1,0,0
Bastia,Bordeaux,1,1,D,0,0,D,13,8,6,3,7,14,6,4,2,4,1,0
Guingamp,Nice,0,1,A,0,1,A,11,12,5,4,18,16,9,3,2,1,0,0
Nancy,Metz,4,0,H,1,0,H,17,8,7,4,16,14,6,3,5,2,0,1
Nantes,Lyon,0,6,A,0,3,A,12,20,1,9,11,11,5,10,1,1,0,0
Paris SG,Angers,2,0,H,1,0,H,15,14,4,3,12,8,10,4,2,1,0,0
St Etienne,Marseille,0,0,D,0,0,D,7,13,3,7,5,12,2,2,0,1,0,0
Toulouse,Montpellier,1,0,H,1,0,H,5,12,3,2,14,12,1,6,2,3,0,0
Caen,Dijon,3,3,D,3,1,H,16,13,9,4,15,16,6,1,4,2,0,1
Angers,Lorient,2,2,D,1,1,D,19,13,5,5,5,9,6,11,0,1,0,0
Bordeaux,Lille,0,1,A,0,1,A,8,16,1,9,15,17,5,5,2,4,0,0
Guingamp,Nantes,2,0,H,1,0,H,15,8,6,2,11,18,9,1,0,2,0,1
Monaco,Bastia,5,0,H,1,0,H,12,7,7,0,16,11,6,5,3,3,0,0
Montpellier,Paris SG,3,0,H,1,0,H,6,10,3,3,8,15,3,2,0,2,0,0
Marseille,Nancy,3,0,H,0,0,D,19,7,9,2,14,8,6,1,1,1,0,1
Nice,Toulouse,3,0,H,2,0,H,11,12,6,0,6,15,2,2,0,2,0,0
Rennes,St Etienne,2,0,H,0,0,D,14,4,5,0,18,6,7,4,3,2,0,0
Bastia,Metz,2,0,H,1,0,H,16,8,6,1,13,19,5,5,2,2,0,0
Bordeaux,Monaco,0,4,A,0,2,A,9,16,2,6,11,15,9,9,3,1,1,0
Dijon,Marseille,1,2,A,0,1,A,14,12,5,7,12,18,7,4,1,2,0,0
Lille,Montpellier,2,1,H,2,0,H,12,17,4,6,17,13,1,3,1,1,0,0
Nancy,Angers,2,0,H,1,0,H,12,10,6,2,7,8,2,12,1,1,0,0
Toulouse,Lorient,3,2,H,2,1,H,10,17,5,8,8,5,3,8,2,0,0,0
Lyon,Rennes,1,0,H,1,0,H,5,13,4,5,16,15,4,6,3,0,0,1
Paris SG,Nice,2,2,D,0,2,A,22,5,10,3,17,10,9,0,2,3,0,0
St Etienne,Guingamp,1,0,H,1,0,H,7,18,2,8,13,14,4,4,0,2,0,0
Angers,Nantes,0,2,A,0,1,A,15,11,2,4,12,9,6,1,1,3,0,0
Guingamp,Paris SG,2,1,H,0,0,D,11,15,2,7,18,16,4,7,0,0,0,0
Lorient,St Etienne,2,1,H,1,0,H,21,9,9,3,12,13,6,3,4,2,0,1
Montpellier,Bordeaux,4,0,H,2,0,H,22,12,8,3,11,12,5,1,2,2,0,1
Rennes,Bastia,1,2,A,0,0,D,12,14,4,4,15,11,6,6,1,0,0,0
Toulouse,Nancy,1,1,D,0,1,A,5,10,2,3,17,12,3,3,1,3,0,0
Caen,Metz,3,0,H,1,0,H,17,16,8,3,8,13,4,6,2,3,0,1
Marseille,Lille,2,0,H,0,0,D,13,13,5,4,13,15,6,2,0,0,0,0
Monaco,Lyon,1,3,A,0,1,A,13,17,4,10,20,20,6,9,4,2,1,0
Nice,Dijon,2,1,H,1,1,D,8,11,3,4,13,21,3,3,1,3,0,1
Bastia,Marseille,1,2,A,0,1,A,17,7,4,3,7,13,6,4,1,3,0,0
Bordeaux,Nice,0,0,D,0,0,D,15,15,3,4,16,8,8,0,2,2,0,2
Dijon,Toulouse,2,0,H,0,0,D,11,6,6,3,12,19,3,5,2,4,0,0
Lille,Rennes,1,1,D,0,1,A,18,10,6,4,11,20,2,1,1,1,0,0
Lyon,Angers,2,0,H,1,0,H,14,11,3,3,12,15,7,3,0,2,0,0
Metz,Guingamp,2,2,D,1,0,H,9,9,4,4,16,11,5,2,2,1,0,0
Monaco,Caen,2,1,H,0,0,D,21,16,6,5,15,12,5,2,3,0,0,1
Nantes,Montpellier,1,0,H,1,0,H,5,18,2,4,15,12,2,8,2,0,0,0
Paris SG,Lorient,5,0,H,2,0,H,19,4,7,1,8,10,13,3,0,1,0,0
St Etienne,Nancy,0,0,D,0,0,D,18,5,3,3,15,11,12,2,1,1,0,1
Lille,St Etienne,1,1,D,0,1,A,22,8,8,3,14,14,6,4,0,3,0,0
Angers,Bordeaux,1,1,D,1,1,D,7,9,3,0,15,16,2,3,4,3,0,0
Lorient,Guingamp,3,1,H,0,1,A,16,12,5,7,12,14,3,6,2,3,0,0
Montpellier,Dijon,1,1,D,0,1,A,24,6,3,2,8,12,14,5,0,0,0,0
Nancy,Bastia,1,0,H,0,0,D,15,11,4,2,10,13,6,5,2,0,0,1
Rennes,Paris SG,0,1,A,0,1,A,12,9,1,4,15,7,5,2,0,2,0,0
Toulouse,Nantes,0,1,A,0,1,A,15,8,4,1,11,17,7,3,1,3,0,0
Caen,Lyon,3,2,H,2,2,D,12,16,5,5,26,21,7,5,3,3,0,0
Marseille,Monaco,1,4,A,1,3,A,8,14,3,9,7,7,11,6,1,1,0,0
Nice,Metz,0,0,D,0,0,D,12,15,2,3,16,13,3,4,2,1,0,0
Nantes,Caen,1,0,H,0,0,D,16,9,6,3,12,9,5,4,2,2,0,0
Bastia,Nice,1,1,D,1,1,D,11,17,2,5,16,9,0,4,1,0,1,0
Bordeaux,Toulouse,1,0,H,1,0,H,22,8,10,6,18,16,6,4,2,1,0,1
Dijon,Lille,0,0,D,0,0,D,19,11,4,3,17,19,10,7,2,2,0,0
Guingamp,Rennes,1,1,D,1,0,H,15,7,4,3,11,16,4,1,2,2,0,1
Metz,Montpellier,2,0,H,2,0,H,6,15,4,4,18,10,4,8,1,2,0,0
Nantes,Paris SG,0,2,A,0,1,A,7,15,0,5,15,11,6,5,2,1,0,0
Lyon,Marseille,3,1,H,1,0,H,19,11,8,4,14,18,6,8,1,2,0,0
Monaco,Lorient,4,0,H,3,0,H,16,6,7,3,7,12,3,6,1,1,0,0
St Etienne,Angers,2,1,H,0,1,A,12,16,4,5,8,8,6,3,2,3,0,0
Marseille,Montpellier,5,1,H,3,0,H,17,19,9,9,12,7,7,5,1,1,0,1
Angers,Metz,2,1,H,2,1,H,19,3,10,0,9,8,10,1,0,0,0,2
Bastia,Caen,1,1,D,1,1,D,11,18,3,5,11,14,4,9,2,2,0,0
Lorient,Dijon,2,3,A,0,1,A,15,5,6,4,13,11,2,2,4,3,0,0
Lyon,Lille,1,2,A,0,1,A,13,9,6,4,18,15,4,1,1,3,0,0
Nancy,Bordeaux,0,2,A,0,0,D,11,9,1,3,11,9,6,8,0,2,0,0
Rennes,Nantes,1,1,D,0,1,A,7,10,1,3,10,15,3,2,3,1,0,0
Nice,Guingamp,3,1,H,2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
Paris SG,Monaco,1,1,D,0,0,D,11,14,4,7,13,11,4,13,0,1,0,0
Toulouse,St Etienne,0,3,A,0,1,A,13,20,3,6,17,21,3,3,2,4,1,0
Metz,Marseille,1,0,H,0,0,D,9,11,3,2,12,15,0,7,1,3,0,0
Bordeaux,Rennes,1,1,D,0,0,D,9,17,2,5,11,8,1,7,1,1,0,0
Dijon,Paris SG,1,3,A,1,1,D,7,21,1,8,12,5,2,9,1,2,0,0
Guingamp,Caen,0,1,A,0,0,D,13,10,4,2,11,13,9,1,1,2,0,0
Lille,Lorient,0,1,A,0,0,D,15,12,3,5,16,17,5,3,1,1,0,0
Monaco,Nice,3,0,H,0,0,D,14,11,7,1,21,11,4,4,1,1,0,0
Montpellier,Bastia,2,1,H,1,1,D,13,15,5,2,10,17,2,4,3,1,0,1
Nantes,Nancy,0,2,A,0,0,D,14,8,3,3,14,12,9,5,2,1,1,1
St Etienne,Lyon,2,0,H,2,0,H,13,12,6,4,17,19,8,3,2,2,1,2
Toulouse,Angers,4,0,H,0,0,D,15,12,8,3,16,12,4,5,2,4,0,0
Caen,Bordeaux,0,4,A,0,2,A,4,13,1,4,18,8,3,2,1,1,0,0
Montpellier,Monaco,1,2,A,0,2,A,11,11,2,5,15,13,6,3,1,1,0,1
Paris SG,Lille,2,1,H,0,0,D,20,4,7,3,9,11,9,1,1,3,0,0
Angers,Rennes,0,0,D,0,0,D,12,9,2,3,20,12,6,9,2,1,0,1
Lorient,Toulouse,1,1,D,0,1,A,10,12,5,4,7,9,9,4,2,2,0,0
Lyon,Nancy,4,0,H,2,0,H,18,7,6,2,15,6,8,3,1,1,0,0
Marseille,Guingamp,2,0,H,1,0,H,20,6,5,1,18,6,4,4,2,1,0,0
Metz,Dijon,2,1,H,0,0,D,13,12,3,5,14,11,3,1,1,2,0,1
Nice,St Etienne,1,0,H,1,0,H,14,10,5,2,7,16,2,6,1,3,0,0
Bordeaux,Paris SG,0,3,A,0,2,A,14,8,4,5,8,7,3,2,0,1,0,0
Dijon,Caen,2,0,H,1,0,H,8,11,3,5,17,13,2,5,1,0,0,0
Guingamp,Lyon,2,1,H,2,1,H,7,14,2,5,19,13,1,11,2,2,0,0
Lille,Angers,1,2,A,1,1,D,16,14,3,5,14,14,4,3,1,2,1,0
Monaco,Metz,5,0,H,3,0,H,26,5,13,1,7,11,8,3,1,3,0,0
Nancy,Montpellier,0,3,A,0,2,A,14,10,3,5,11,13,5,2,3,2,0,0
Toulouse,Bastia,4,1,H,2,0,H,18,12,7,4,13,12,7,3,3,1,0,2
Nantes,Marseille,3,2,H,2,0,H,15,11,7,3,14,9,8,7,1,1,0,0
Rennes,Nice,2,2,D,2,0,H,14,6,6,3,14,14,6,0,1,2,0,0
St Etienne,Lorient,4,0,H,2,0,H,11,5,5,2,13,10,4,2,0,0,0,0
Bastia,Monaco,1,1,D,1,0,H,9,16,3,4,14,10,3,8,2,0,0,0
Angers,Nancy,1,0,H,1,0,H,14,8,5,1,9,8,7,3,0,1,0,0
Caen,Lille,0,1,A,0,0,D,15,7,3,3,12,8,3,3,1,1,0,1
Lorient,Nice,0,1,A,0,1,A,16,5,5,4,14,15,5,1,3,2,0,1
Marseille,Rennes,2,0,H,0,0,D,11,8,5,1,11,1,3,5,1,0,0,0
Metz,Nantes,1,1,D,0,0,D,10,9,1,4,9,20,4,8,1,4,0,0
Bordeaux,Guingamp,3,0,H,2,0,H,21,14,7,4,14,17,5,6,2,2,0,1
Lyon,Dijon,4,2,H,1,1,D,33,8,13,3,10,14,9,2,1,4,0,0
Montpellier,St Etienne,2,1,H,0,1,A,17,7,4,4,6,13,4,5,1,0,0,1
Paris SG,Toulouse,0,0,D,0,0,D,14,3,3,1,11,16,7,2,1,3,0,0
Caen,Nancy,1,0,H,1,0,H,15,6,6,2,16,13,5,6,3,2,0,1
Nantes,Dijon,3,1,H,1,1,D,20,9,6,3,19,13,3,1,3,2,0,1
Nice,Montpellier,2,1,H,0,1,A,12,11,4,1,10,10,1,3,2,0,0,0
Angers,Bastia,3,0,H,1,0,H,24,12,15,3,12,6,5,7,2,0,0,1
Guingamp,Monaco,1,2,A,0,1,A,5,14,2,5,16,14,4,4,3,2,0,0
Lille,Bordeaux,2,3,A,0,1,A,7,14,2,9,14,12,3,3,4,2,2,0
Nancy,Toulouse,0,0,D,0,0,D,9,10,2,4,12,20,5,6,2,3,0,0
Rennes,Lorient,1,0,H,1,0,H,14,6,9,2,10,19,2,3,0,3,0,0
Lyon,Metz,5,0,H,1,0,H,27,9,7,2,10,7,10,1,1,3,0,0
Marseille,Paris SG,1,5,A,0,2,A,9,17,0,11,9,6,4,7,1,1,0,0
St Etienne,Caen,0,1,A,0,1,A,11,10,1,3,10,12,5,2,0,2,0,0
Bastia,Nantes,2,2,D,0,0,D,6,13,2,3,7,9,3,7,3,1,1,0
Bordeaux,Lyon,1,1,D,1,0,H,16,13,4,2,21,17,5,4,5,4,0,0
Bastia,St Etienne,0,0,D,0,0,D,5,11,1,2,8,15,4,4,1,1,1,1
Caen,Angers,2,3,A,1,2,A,16,9,3,4,11,9,4,3,1,2,0,0
Dijon,Nice,0,1,A,0,0,D,13,11,2,5,13,7,6,4,2,1,0,0
Metz,Rennes,1,1,D,1,0,H,10,17,4,8,11,17,3,4,3,3,0,0
Montpellier,Guingamp,1,1,D,0,0,D,11,6,2,3,9,9,9,7,1,0,0,0
Paris SG,Nancy,1,0,H,0,0,D,23,10,7,3,13,18,13,2,2,3,0,0
Lorient,Marseille,1,4,A,0,2,A,11,15,4,7,12,13,5,8,2,1,0,0
Monaco,Nantes,4,0,H,3,0,H,13,10,7,3,10,16,5,7,2,2,0,0
Toulouse,Lille,1,1,D,1,0,H,10,14,5,5,16,21,3,3,2,2,0,0
Marseille,Angers,3,0,H,2,0,H,11,14,4,7,11,10,2,4,1,0,0,0
Nice,Caen,2,2,D,0,1,A,14,6,4,2,13,12,6,0,2,1,0,0
Guingamp,Bastia,5,0,H,0,0,D,21,2,8,1,10,13,5,8,0,2,0,1
Monaco,Bordeaux,2,1,H,0,0,D,11,9,6,2,9,11,10,3,1,3,0,0
Montpellier,Nantes,2,3,A,1,1,D,14,14,8,7,6,17,3,5,0,3,0,0
Nancy,Lille,1,2,A,1,0,H,16,10,3,6,11,13,5,4,4,2,0,0
Rennes,Dijon,1,1,D,0,1,A,14,11,4,8,10,11,1,4,2,1,0,0
Lorient,Paris SG,1,2,A,0,1,A,6,12,2,6,9,7,3,9,2,1,0,0
Lyon,Toulouse,4,0,H,1,0,H,12,10,7,4,10,12,4,3,1,2,0,0
St Etienne,Metz,2,2,D,0,1,A,14,12,7,6,14,20,4,3,0,1,0,0
Lille,Marseille,0,0,D,0,0,D,9,7,2,4,18,7,7,8,1,4,0,0
Metz,Bastia,1,0,H,0,0,D,9,6,2,0,12,12,4,4,2,2,0,0
Angers,Guingamp,3,0,H,0,0,D,15,10,5,1,11,6,8,3,2,1,0,0
Bordeaux,Montpellier,5,1,H,3,0,H,13,13,7,4,7,9,5,8,0,0,0,1
Nancy,Lorient,2,3,A,2,0,H,14,7,7,5,16,7,8,3,1,2,0,0
Nantes,Nice,1,1,D,1,1,D,18,5,5,2,7,12,5,4,3,1,0,0
Toulouse,Rennes,0,0,D,0,0,D,6,17,0,3,14,14,5,9,1,2,1,0
Caen,Monaco,0,3,A,0,1,A,5,16,1,7,8,14,2,7,1,0,0,0
Dijon,St Etienne,0,1,A,0,0,D,17,16,0,4,13,9,3,6,2,1,0,0
Paris SG,Lyon,2,1,H,2,1,H,12,11,4,2,11,8,8,10,2,1,0,0
Guingamp,Nancy,1,0,H,0,0,D,17,4,3,1,14,9,12,1,1,2,0,1
Bastia,Lille,0,1,A,0,0,D,14,9,2,3,9,15,5,0,1,1,0,0
Marseille,Dijon,1,1,D,0,1,A,19,8,5,5,9,17,4,3,2,4,0,0
Lorient,Caen,1,0,H,1,0,H,13,16,2,3,8,9,8,3,1,1,1,1
Montpellier,Toulouse,0,1,A,0,1,A,18,9,2,4,9,9,5,8,2,2,0,0
Nantes,Angers,2,1,H,0,0,D,13,18,3,3,9,9,4,3,1,1,0,1
Nice,Bordeaux,2,1,H,2,1,H,10,18,4,4,15,14,3,6,2,1,0,0
Rennes,Lyon,1,1,D,0,0,D,7,20,2,6,8,17,4,8,1,1,1,0
Metz,Lyon,0,3,A,0,0,D,15,18,3,6,11,15,7,6,3,1,0,0
Lille,Nice,1,2,A,1,2,A,11,12,3,7,22,13,5,3,1,1,0,0
Angers,Monaco,0,1,A,0,0,D,16,11,4,6,13,15,4,6,2,1,0,0
Bordeaux,Metz,3,0,H,1,0,H,17,9,6,5,8,14,4,2,2,2,0,1
Caen,Montpellier,0,2,A,0,0,D,14,15,4,6,15,12,2,5,4,3,0,0
Dijon,Bastia,1,2,A,1,1,D,14,13,6,7,14,11,8,2,2,0,0,0
Lyon,Lorient,1,4,A,1,1,D,16,14,5,6,13,10,5,4,3,1,0,0
Nancy,Rennes,3,0,H,1,0,H,14,9,5,5,12,18,4,4,2,1,0,0
Paris SG,Guingamp,4,0,H,0,0,D,17,12,7,4,12,12,7,4,1,2,0,0
St Etienne,Nantes,1,1,D,0,1,A,11,10,4,3,12,11,8,2,3,2,0,0
Toulouse,Marseille,0,0,D,0,0,D,11,15,4,3,16,12,7,7,2,2,0,0
Angers,Paris SG,0,2,A,0,1,A,17,10,4,2,13,12,5,1,2,1,0,0
Guingamp,Toulouse,2,1,H,0,0,D,20,9,8,2,11,19,11,2,3,2,0,0
Metz,Caen,2,2,D,0,0,D,8,13,2,3,12,7,1,2,1,1,0,0
Monaco,Dijon,2,1,H,0,1,A,20,8,7,4,11,14,15,4,1,3,0,0
Montpellier,Lorient,2,0,H,2,0,H,10,11,5,3,5,7,3,8,1,2,0,0
Nice,Nancy,3,1,H,1,1,D,14,8,4,3,8,16,1,7,1,2,0,0
Rennes,Lille,2,0,H,2,0,H,10,22,3,5,11,10,1,10,1,2,0,0
Bastia,Lyon,0,3,A,,,,,,,,,,,,,,,
Marseille,St Etienne,4,0,H,2,0,H,12,7,7,3,14,16,3,3,1,2,0,0
Nantes,Bordeaux,0,1,A,0,0,D,10,12,0,5,15,13,6,3,1,3,0,0
Metz,Paris SG,2,3,A,0,2,A,6,18,2,6,13,11,1,8,1,1,0,0
Nancy,Marseille,0,0,D,0,0,D,9,18,2,3,9,10,3,7,0,2,0,0
Bordeaux,Bastia,2,0,H,0,0,D,14,13,6,1,12,16,5,7,2,2,0,1
Caen,Nantes,0,2,A,0,2,A,13,16,2,8,11,10,8,2,1,1,0,0
Dijon,Angers,3,2,H,3,0,H,15,9,6,5,11,13,4,5,2,2,0,0
Lille,Guingamp,3,0,H,2,0,H,25,10,9,7,14,11,4,8,0,2,0,0
Lorient,Metz,5,1,H,1,1,D,19,7,9,3,12,10,8,4,1,1,0,0
Paris SG,Montpellier,2,0,H,1,0,H,19,15,9,4,10,5,6,6,1,0,0,0
Lyon,Monaco,1,2,A,0,2,A,8,14,3,6,14,12,7,6,2,1,0,0
St Etienne,Rennes,1,1,D,1,1,D,7,7,2,2,11,14,6,4,1,3,0,0
Toulouse,Nice,1,1,D,0,0,D,4,14,3,3,20,11,6,5,3,5,0,0
Angers,Lyon,1,2,A,0,2,A,23,8,7,3,14,11,8,8,2,3,1,0
Bastia,Rennes,1,0,H,0,0,D,4,12,3,4,12,17,2,7,1,1,0,0
Guingamp,St Etienne,0,2,A,0,0,D,12,11,4,8,10,11,2,3,0,0,0,0
Metz,Nancy,2,1,H,1,1,D,12,8,7,4,17,17,8,5,2,3,0,0
Monaco,Toulouse,3,1,H,0,0,D,28,7,11,3,8,15,11,2,1,4,0,0
Montpellier,Lille,0,3,A,0,1,A,18,11,7,5,7,14,8,3,1,2,0,0
Nantes,Lorient,1,0,H,0,0,D,15,4,7,0,10,10,5,6,0,2,0,0
Caen,Marseille,1,5,A,1,3,A,14,13,5,8,4,11,11,2,2,4,0,0
Dijon,Bordeaux,0,0,D,0,0,D,16,13,6,1,11,13,5,7,0,1,0,0
Nice,Paris SG,3,1,H,1,0,H,6,16,3,5,11,15,2,8,2,3,0,2
St Etienne,Bordeaux,2,2,D,1,1,D,15,11,5,5,14,11,7,7,1,2,0,1
Guingamp,Dijon,4,0,H,1,0,H,14,20,8,5,13,12,9,15,0,0,0,0
Lille,Metz,0,2,A,0,1,A,12,7,0,3,14,9,11,2,1,0,0,0
Lorient,Angers,1,1,D,0,0,D,6,9,3,4,11,8,2,7,1,0,0,0
Nancy,Monaco,0,3,A,0,2,A,6,18,2,8,8,7,5,5,1,1,0,0
Paris SG,Bastia,5,0,H,2,0,H,27,6,12,0,11,3,11,4,1,2,0,0
Toulouse,Caen,0,1,A,0,0,D,9,11,5,4,10,9,5,5,3,2,0,0
Lyon,Nantes,3,2,H,0,1,A,16,5,7,2,10,20,9,5,0,1,0,0
Marseille,Nice,2,1,H,1,0,H,18,17,7,5,15,8,4,5,5,1,0,0
Rennes,Montpellier,1,0,H,0,0,D,10,6,4,1,13,9,2,6,3,2,0,0
Bastia,Lorient,2,0,H,0,0,D,11,9,6,1,14,11,5,9,3,2,0,0
Bordeaux,Marseille,1,1,D,1,0,H,11,14,5,3,18,14,3,4,1,2,0,0
Caen,Rennes,0,1,A,0,0,D,10,10,2,7,7,9,11,1,2,1,0,0
Dijon,Nancy,2,0,H,0,0,D,20,9,5,2,17,17,4,6,2,2,0,0
Metz,Toulouse,1,1,D,0,1,A,14,17,6,6,16,13,6,3,0,0,0,0
Monaco,Lille,4,0,H,2,0,H,11,14,3,4,17,10,6,7,1,2,0,0
Montpellier,Lyon,1,3,A,1,2,A,15,14,4,6,16,10,4,1,3,1,0,0
Nantes,Guingamp,4,1,H,1,0,H,14,8,5,2,6,10,9,6,2,4,0,0
Nice,Angers,0,2,A,0,1,A,12,14,5,6,11,6,7,4,1,1,0,0
St Etienne,Paris SG,0,5,A,0,2,A,9,21,2,11,9,5,5,8,1,1,0,0
Monaco,St Etienne,2,0,H,1,0,H,14,5,5,3,6,9,10,4,1,1,0,0
